Orden de gobierno,Siglas de la Institución,Institución,Clave de la UC,Nombre de la UC,Responsable de la UC,Código del expediente,Referencia del expediente,Clave CUCOP,Título del expediente,Plantilla del expediente,Fundamento legal,Número de procedimiento,Fecha de fallo,Fecha de publicación,Fecha de apertura,Carácter del procedimiento,Tipo de contratación,Tipo Procedimiento,Forma de participación,Código del contrato,Núm. de control del contrato,Título del contrato,Descripción del contrato,Fecha de inicio del contrato,Fecha de fin del contrato,Importe DRC,Moneda del contrato,Estatus del contrato,Convenio modificatorio,Clave del programa federal,Fecha de firma del contrato,Contrato marco,Compra consolidada,Contrato plurianual,Clave de cartera SHCP,Folio en el RUPC,rfc,Proveedor o contratista,Estratificación,Clave del país de la empresa,RFC verificado en el SAT,Crédito externo,Organismo financiero,Dirección del anuncio
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR010,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR010,Hugo García Ortíz,2533062,,3570,LA-050GYR010-E257-2022 LPN SERVICIO MTTO A EQUIPOS ELEVADORES DE PASAJEROS PARA 2023.,01. Licitación Pública LAASSP,,LA-050GYR010-E257-2022,2022-12-13 00:00:00 GMT,2022-11-17 19:10,2022-12-02 09:00,,Servicios,,Electrónica,2930844,"CONT-C2M1209-2022
",C2M1209,"LA-050GYR010-E257-2022 LPN SERVICIO MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON REFACCIONES NUEVAS Y ORIGINALES PARA LOS EQUIPOS DE ELEVADORES DE PASAJEROS MARCA OTIS, MP, SCHINDLER, TOP ENTERPRISE Y HITRA. INSTALADOS EN EL ÓRGANO DE OPERACIÓN ADMINISTRATIVA DESCONCENTRADA ESTATAL DURANGO,  PARA EL EJERCICIO 2023.",2023-01-01,2023-12-31,"90,950",MXN,Activo,0,,2022-12-28 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,"10,985",EOT631205877,ELEVADORES OTIS S DE RL DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2533062
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR010,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR010,Hugo García Ortíz,2533062,,3570,LA-050GYR010-E257-2022 LPN SERVICIO MTTO A EQUIPOS ELEVADORES DE PASAJEROS PARA 2023.,01. Licitación Pública LAASSP,,LA-050GYR010-E257-2022,2022-12-13 00:00:00 GMT,2022-11-17 19:10,2022-12-02 09:00,,Servicios,,Electrónica,2930850,"CONT-C2M1210-2022
",C2M1210,"LA-050GYR010-E257-2022 LPN SERVICIO MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON REFACCIONES NUEVAS Y ORIGINALES PARA LOS EQUIPOS DE ELEVADORES DE PASAJEROS MARCA OTIS, MP, SCHINDLER, TOP ENTERPRISE Y HITRA. INSTALADOS EN EL ÓRGANO DE OPERACIÓN ADMINISTRATIVA DESCONCENTRADA ESTATAL DURANGO,  PARA EL EJERCICIO 2023.",2023-01-01,2023-12-31,"191,200",MXN,Activo,0,,2022-12-28 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,"10,985",EOT631205877,ELEVADORES OTIS S DE RL DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2533062
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR013,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR013,Guadalupe Monserrat Carmona Medina,2547555,ADJDIR-252-2022 SERVC DE GUARDERIA VEC CUMINTARIO PART DESIERTAS 2023 2027,3390,AA-050GYR013-E452-2022  SERVC DE GUARDERIA VEC CUMINTARIO PART DESIERTAS 2023 2027,05. Adjudicación Directa LAASSP,Art. 41 fr. VII,AA-050GYR013-E452-2022,,2022-12-01 14:52,2022-12-09 15:00,,Servicios,,Mixta,2931022,IMSS-OAX-005-2023,AA-050GYR013-E452-2022 SERVC DE GUARDERIA VEC CUMINTARIO PART DESIERTAS 2023 2027,,2023-01-01,2027-12-31,"34,002,090",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,,,ANA MARIA ARIAS DIAZ,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2547555
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR013,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR013,Guadalupe Monserrat Carmona Medina,2547555,ADJDIR-252-2022 SERVC DE GUARDERIA VEC CUMINTARIO PART DESIERTAS 2023 2027,3390,AA-050GYR013-E452-2022  SERVC DE GUARDERIA VEC CUMINTARIO PART DESIERTAS 2023 2027,05. Adjudicación Directa LAASSP,Art. 41 fr. VII,AA-050GYR013-E452-2022,,2022-12-01 14:52,2022-12-09 15:00,,Servicios,,Mixta,2931025,"IMSS-OAX-006-2023
",AA-050GYR013-E452-2022,AA-050GYR013-E452-2022 SERVC DE GUARDERIA VEC CUMINTARIO PART DESIERTAS 2023 2027,2023-01-01,2027-12-31,"48,117,024",MXN,Activo,0,,2022-12-15 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,,,JORGE RAMIREZ LOPEZ,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2547555
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR013,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR013,Guadalupe Monserrat Carmona Medina,2547555,ADJDIR-252-2022 SERVC DE GUARDERIA VEC CUMINTARIO PART DESIERTAS 2023 2027,3390,AA-050GYR013-E452-2022  SERVC DE GUARDERIA VEC CUMINTARIO PART DESIERTAS 2023 2027,05. Adjudicación Directa LAASSP,Art. 41 fr. VII,AA-050GYR013-E452-2022,,2022-12-01 14:52,2022-12-09 15:00,,Servicios,,Mixta,2931028,"IMSS-OAX-007-2023 
",AA-050GYR013-E452-2022 ,AA-050GYR013-E452-2022 SERVC DE GUARDERIA VEC CUMINTARIO PART DESIERTAS 2023 2027,2023-01-01,2027-12-31,"64,154,880",MXN,Activo,0,,2022-12-15 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,,EIG020308G44,ESPACIOS INTEL GYM SC,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2547555
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR013,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR013,Guadalupe Monserrat Carmona Medina,2547555,ADJDIR-252-2022 SERVC DE GUARDERIA VEC CUMINTARIO PART DESIERTAS 2023 2027,3390,AA-050GYR013-E452-2022  SERVC DE GUARDERIA VEC CUMINTARIO PART DESIERTAS 2023 2027,05. Adjudicación Directa LAASSP,Art. 41 fr. VII,AA-050GYR013-E452-2022,,2022-12-01 14:52,2022-12-09 15:00,,Servicios,,Mixta,2931030,"IMSS-OAX-008-2023
", AA-050GYR013-E452-2022,AA-050GYR013-E452-2022 SERVC DE GUARDERIA VEC CUMINTARIO PART DESIERTAS 2023 2027,2023-01-01,2027-12-31,"32,078,016",MXN,Activo,0,,2022-12-15 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,,AAD080414554,"AGUUNI. APRENDIZAJE, DESARROLLO Y ASESORIA AC",,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2547555
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR010,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR010,Hugo García Ortíz,2533064,,3710,"LA-050GYR010-E258-2022 LPN SERVICIO INTEGRAL DE RESERVACION, EXPEDICIÓN PASAJES AÉREOS PARA 2023.",01. Licitación Pública LAASSP,,LA-050GYR010-E258-2022,2022-12-12 00:00:00 GMT,2022-11-17 17:18,2022-12-02 09:30,,Servicios,,Electrónica,2931124,CONT-DSGN221016200115-2022,DSGN221016190115,LA-050GYR010-E258-2022 SERVICIO DE RESERVACIÓN Y COMPRA DE BOLETOS DE AVIÓN Y PAQUETES INTEGRALES NACIONALES PARA EL ÓRGANO DE OPERACIÓN ADMINISTRATIVA DESCONCENTRADA ESTATAL DURANGO PARA EL EJERCICIO 2023.,2023-01-01,2023-12-31,"620,690",MXN,Activo,0,,2022-12-27 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,522,VIM980617ES9,VIAJES INTERNACIONALES MONARCA,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2533064
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR019,IMSS-DA-UADQ-CABCS-DCAL #050GYR019,Elia Sandra Varas Galeana,2544794,ADJUDICACIÓN DIRECTA ELECTRONICA (SDI),3130,AA-050GYR019-E258-2022 SUMINISTRO DE AGUA POTABLE EN PIPA PARA EL EJERCICIO 2023,05. Adjudicación Directa LAASSP,Art. 42 párrafo primero,AA-050GYR019-E258-2022,,2022-11-28 14:46,2022-12-08 12:00,,Servicios,,Electrónica,2931136,019E258-2022-001,SUMINISTRO DE AGUA POTABLE EN PIPA PARA EL EJERCICIO 2023,SUMINISTRO DE AGUA POTABLE EN PIPA PARA EL EJERCICIO 2023,2023-01-02,2023-12-31,"431,011",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,,CUU170824RM8,CONSTRUCCION Y URBANIZACION URBICON SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2544794
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR010,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR010,Hugo García Ortíz,2533064,,3710,"LA-050GYR010-E258-2022 LPN SERVICIO INTEGRAL DE RESERVACION, EXPEDICIÓN PASAJES AÉREOS PARA 2023.",01. Licitación Pública LAASSP,,LA-050GYR010-E258-2022,2022-12-12 00:00:00 GMT,2022-11-17 17:18,2022-12-02 09:30,,Servicios,,Electrónica,2931144,CONT-DSGN221016200116-2022,DSGN221016200116,LA-050GYR010-E258-2022 SERVICIO DE RESERVACIÓN Y COMPRA DE BOLETOS DE AVIÓN Y PAQUETES INTEGRALES NACIONALES PARA EL ÓRGANO DE OPERACIÓN ADMINISTRATIVA DESCONCENTRADA ESTATAL DURANGO PARA EL EJERCICIO 2023.,2023-01-01,2023-12-31,"775,862",MXN,Activo,0,,2022-12-27 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,522,VIM980617ES9,VIAJES INTERNACIONALES MONARCA,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2533064
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR013,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR013,Guadalupe Monserrat Carmona Medina,2529778,LA-050GYR013-E398-2022. PARA LA CONTRATACIÓN DEL SERVICIO PARA EL TRASLADO DE PA,"3720, 3740","LA-050GYR013-E398-2022. PARA LA CONTRATACIÓN DEL SERVICIO PARA EL TRASLADO DE PACIENTES Y ACOMPAÑANTES, QUE ACUDEN A OTRO NIVEL DE ATENCIÓN, EJERCICIO 2023.",01. Licitación Pública LAASSP,,LA-050GYR013-E398-2022,2022-12-02 00:00:00 GMT,2022-11-03 09:55,2022-11-23 11:00,,Servicios,,Electrónica,2931163,IMSS-OAX-004-2023,LA-050GYR013-E398-2022.,IMSS-OAX-004-2023,2023-01-01,2023-12-31,"30,743,530",MXN,Terminado,0,,,No se utilizó el Contrato Marco,0,0,,,AOR540203NL7,"AUTOBUSES DE ORIENTE ADO, S.A. DE C.V.",,MX,UC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2529778
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR069,"IMSS-Departamento de Adquisiciones, Bienes y Equipamiento #050GYR069",Alberto Romero Rojas,2541499,	AA-050GYR069-E287-2022,3390,"Servicio de Mensajería para el Régimen Ordinario, Ejercicio 2023",05. Adjudicación Directa LAASSP,Art. 42 párrafo primero,AA-050GYR069-E287-2022,,2022-11-17 15:28,2022-12-13 15:00,,Servicios,,Electrónica,2931626,S2M0080,"Servicio de Mensajería para el Régimen Ordinario, Ejercicio 2023","Servicio de Mensajería para el Régimen Ordinario, Ejercicio 2023
Vigencia: A partir del 01 de Enero y hasta el 31 de Diciembre del 2023.
S2M0080",2023-01-01,2023-12-31,"301,724",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,,,LUZ ANGELICA NOVEROLA MARTIN,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2541499
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR988,IMSS-DA-UADQ-CABCS-DSI #050GYR988,Moisés Octavio Limón Ortega,2553002,Diálisis Peritoneal Automatizada (DPA) prevalentes 2023 AA-050GYR988-E36-2022,3390,Diálisis Peritoneal Automatizada (DPA) prevalentes 2023 AA-050GYR988-E36-2022,05. Adjudicación Directa LAASSP,Art. 41 fr. I,AA-050GYR988-E36-2022,,2022-12-15 19:31,2022-12-15 17:50,,Servicios,,Presencial,2932145,988E03622001,DPA prevalentes 988E03622001,Diálisis Peritoneal Automatizada prevalentes 988E03622001,2023-01-01,2023-12-31,"1,267,295",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,"3,721",BAX871207MN3,BAXTER SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2553002
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR988,IMSS-DA-UADQ-CABCS-DSI #050GYR988,Moisés Octavio Limón Ortega,2553002,Diálisis Peritoneal Automatizada (DPA) prevalentes 2023 AA-050GYR988-E36-2022,3390,Diálisis Peritoneal Automatizada (DPA) prevalentes 2023 AA-050GYR988-E36-2022,05. Adjudicación Directa LAASSP,Art. 41 fr. I,AA-050GYR988-E36-2022,,2022-12-15 19:31,2022-12-15 17:50,,Servicios,,Presencial,2932202,988E03622002,DPA prevalentes 988E03622002,Diálisis Peritoneal Automatizada prevalentes 988E03622002,2023-01-01,2023-12-31,"13,539,558",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,"3,721",BAX871207MN3,BAXTER SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2553002
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR988,IMSS-DA-UADQ-CABCS-DSI #050GYR988,Moisés Octavio Limón Ortega,2553002,Diálisis Peritoneal Automatizada (DPA) prevalentes 2023 AA-050GYR988-E36-2022,3390,Diálisis Peritoneal Automatizada (DPA) prevalentes 2023 AA-050GYR988-E36-2022,05. Adjudicación Directa LAASSP,Art. 41 fr. I,AA-050GYR988-E36-2022,,2022-12-15 19:31,2022-12-15 17:50,,Servicios,,Presencial,2932232,988E03622003,DPA prevalentes 988E03622003,Diálisis Peritoneal Automatizada prevalentes 988E03622003,2023-01-01,2023-12-31,"2,275,556",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,"3,721",BAX871207MN3,BAXTER SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2553002
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR024,"IMSS-OOAD, Estado de México Poniente, Coordinación de Abastecimiento y Equipamiento #050GYR024",Vanessa Gabriela Ortega Pineda,2536259,LA-050GYR024-E606-2022 ,2210,"Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023.",01. Licitación Pública LAASSP,,LA-050GYR024-E606-2022,2022-12-15 00:00:00 GMT,2022-11-24 10:14,2022-12-09 08:30,,Adquisiciones,,Electrónica,2932238, D2M0194,"Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023. ","Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023. ",2023-01-01,2023-12-31,"28,231,561",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,"4,697",ADI991022KX2,ABASTOS Y DISTRIBUCIONES INSTITUCIONALES SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2536259
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR988,IMSS-DA-UADQ-CABCS-DSI #050GYR988,Moisés Octavio Limón Ortega,2553002,Diálisis Peritoneal Automatizada (DPA) prevalentes 2023 AA-050GYR988-E36-2022,3390,Diálisis Peritoneal Automatizada (DPA) prevalentes 2023 AA-050GYR988-E36-2022,05. Adjudicación Directa LAASSP,Art. 41 fr. I,AA-050GYR988-E36-2022,,2022-12-15 19:31,2022-12-15 17:50,,Servicios,,Presencial,2932247,988E03622004,DPA prevalentes 988E03622004,Diálisis Peritoneal Automatizada prevalentes 988E03622004,2023-01-01,2023-12-31,"5,960,625",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,"3,721",BAX871207MN3,BAXTER SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2553002
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR024,"IMSS-OOAD, Estado de México Poniente, Coordinación de Abastecimiento y Equipamiento #050GYR024",Vanessa Gabriela Ortega Pineda,2536259,LA-050GYR024-E606-2022 ,2210,"Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023.",01. Licitación Pública LAASSP,,LA-050GYR024-E606-2022,2022-12-15 00:00:00 GMT,2022-11-24 10:14,2022-12-09 08:30,,Adquisiciones,,Electrónica,2932253,D2M0195,"Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023. ","Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023. ",2023-01-01,2023-12-31,"3,807,605",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,"4,697",ADI991022KX2,ABASTOS Y DISTRIBUCIONES INSTITUCIONALES SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2536259
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR988,IMSS-DA-UADQ-CABCS-DSI #050GYR988,Moisés Octavio Limón Ortega,2553002,Diálisis Peritoneal Automatizada (DPA) prevalentes 2023 AA-050GYR988-E36-2022,3390,Diálisis Peritoneal Automatizada (DPA) prevalentes 2023 AA-050GYR988-E36-2022,05. Adjudicación Directa LAASSP,Art. 41 fr. I,AA-050GYR988-E36-2022,,2022-12-15 19:31,2022-12-15 17:50,,Servicios,,Presencial,2932258,988E03622005,DPA prevalentes 988E03622005,Diálisis Peritoneal Automatizada prevalentes 988E03622005,2023-01-01,2023-12-31,"16,452,039",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,"3,721",BAX871207MN3,BAXTER SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2553002
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR024,"IMSS-OOAD, Estado de México Poniente, Coordinación de Abastecimiento y Equipamiento #050GYR024",Vanessa Gabriela Ortega Pineda,2536259,LA-050GYR024-E606-2022 ,2210,"Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023.",01. Licitación Pública LAASSP,,LA-050GYR024-E606-2022,2022-12-15 00:00:00 GMT,2022-11-24 10:14,2022-12-09 08:30,,Adquisiciones,,Electrónica,2932259,D2M0196,"Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023. ","Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023. ",2023-01-01,2023-12-31,"1,338,761",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,"4,697",ADI991022KX2,ABASTOS Y DISTRIBUCIONES INSTITUCIONALES SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2536259
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR024,"IMSS-OOAD, Estado de México Poniente, Coordinación de Abastecimiento y Equipamiento #050GYR024",Vanessa Gabriela Ortega Pineda,2536259,LA-050GYR024-E606-2022 ,2210,"Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023.",01. Licitación Pública LAASSP,,LA-050GYR024-E606-2022,2022-12-15 00:00:00 GMT,2022-11-24 10:14,2022-12-09 08:30,,Adquisiciones,,Electrónica,2932263,D2M0197,"Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023. ","Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023. ",2023-01-01,2023-12-31,"3,749,589",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,"4,697",ADI991022KX2,ABASTOS Y DISTRIBUCIONES INSTITUCIONALES SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2536259
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR988,IMSS-DA-UADQ-CABCS-DSI #050GYR988,Moisés Octavio Limón Ortega,2553002,Diálisis Peritoneal Automatizada (DPA) prevalentes 2023 AA-050GYR988-E36-2022,3390,Diálisis Peritoneal Automatizada (DPA) prevalentes 2023 AA-050GYR988-E36-2022,05. Adjudicación Directa LAASSP,Art. 41 fr. I,AA-050GYR988-E36-2022,,2022-12-15 19:31,2022-12-15 17:50,,Servicios,,Presencial,2932267,"988E03622006
",DPA prevalentes 988E03622006,Diálisis Peritoneal Automatizada prevalentes 988E03622006,2023-01-01,2023-12-31,"4,892,445",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,"3,721",BAX871207MN3,BAXTER SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2553002
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR024,"IMSS-OOAD, Estado de México Poniente, Coordinación de Abastecimiento y Equipamiento #050GYR024",Vanessa Gabriela Ortega Pineda,2536259,LA-050GYR024-E606-2022 ,2210,"Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023.",01. Licitación Pública LAASSP,,LA-050GYR024-E606-2022,2022-12-15 00:00:00 GMT,2022-11-24 10:14,2022-12-09 08:30,,Adquisiciones,,Electrónica,2932268,D2M0198,"Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023. ","Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023. ",2023-01-01,2023-12-31,"315,141",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,"4,697",ADI991022KX2,ABASTOS Y DISTRIBUCIONES INSTITUCIONALES SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2536259
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR024,"IMSS-OOAD, Estado de México Poniente, Coordinación de Abastecimiento y Equipamiento #050GYR024",Vanessa Gabriela Ortega Pineda,2536259,LA-050GYR024-E606-2022 ,2210,"Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023.",01. Licitación Pública LAASSP,,LA-050GYR024-E606-2022,2022-12-15 00:00:00 GMT,2022-11-24 10:14,2022-12-09 08:30,,Adquisiciones,,Electrónica,2932282,D2M0199,"Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023. ","Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023. ",2023-01-01,2023-12-31,"288,240",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,"4,697",ADI991022KX2,ABASTOS Y DISTRIBUCIONES INSTITUCIONALES SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2536259
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR024,"IMSS-OOAD, Estado de México Poniente, Coordinación de Abastecimiento y Equipamiento #050GYR024",Vanessa Gabriela Ortega Pineda,2536259,LA-050GYR024-E606-2022 ,2210,"Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023.",01. Licitación Pública LAASSP,,LA-050GYR024-E606-2022,2022-12-15 00:00:00 GMT,2022-11-24 10:14,2022-12-09 08:30,,Adquisiciones,,Electrónica,2932288,D2M0200,"Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023. ","Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023. ",2023-01-01,2023-12-31,"4,314,651",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,"4,697",ADI991022KX2,ABASTOS Y DISTRIBUCIONES INSTITUCIONALES SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2536259
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR024,"IMSS-OOAD, Estado de México Poniente, Coordinación de Abastecimiento y Equipamiento #050GYR024",Vanessa Gabriela Ortega Pineda,2536259,LA-050GYR024-E606-2022 ,2210,"Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023.",01. Licitación Pública LAASSP,,LA-050GYR024-E606-2022,2022-12-15 00:00:00 GMT,2022-11-24 10:14,2022-12-09 08:30,,Adquisiciones,,Electrónica,2932292,D2M0201,"Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023. ","Adquisición De Víveres Con Entrega Y Distribución En Las Unidades Médicas Hospitalarias, Guarderías Y Régimen IMSS-Bienestar Para El Ejercicio 2023. ",2023-01-01,2023-12-31,"370,657",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,"4,697",ADI991022KX2,ABASTOS Y DISTRIBUCIONES INSTITUCIONALES SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2536259
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR988,IMSS-DA-UADQ-CABCS-DSI #050GYR988,Moisés Octavio Limón Ortega,2553002,Diálisis Peritoneal Automatizada (DPA) prevalentes 2023 AA-050GYR988-E36-2022,3390,Diálisis Peritoneal Automatizada (DPA) prevalentes 2023 AA-050GYR988-E36-2022,05. Adjudicación Directa LAASSP,Art. 41 fr. I,AA-050GYR988-E36-2022,,2022-12-15 19:31,2022-12-15 17:50,,Servicios,,Presencial,2932293,988E03622007,DPA prevalentes 988E03622007,Diálisis Peritoneal Automatizada prevalentes 988E03622007,2023-01-01,2023-12-31,"33,194,516",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,"3,721",BAX871207MN3,BAXTER SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2553002
