Orden de gobierno,Siglas de la Institución,Institución,Clave de la UC,Nombre de la UC,Responsable de la UC,Código del expediente,Referencia del expediente,Clave CUCOP,Título del expediente,Plantilla del expediente,Fundamento legal,Número de procedimiento,Fecha de fallo,Fecha de publicación,Fecha de apertura,Carácter del procedimiento,Tipo de contratación,Tipo Procedimiento,Forma de participación,Código del contrato,Núm. de control del contrato,Título del contrato,Descripción del contrato,Fecha de inicio del contrato,Fecha de fin del contrato,Importe DRC,Moneda del contrato,Estatus del contrato,Convenio modificatorio,Clave del programa federal,Fecha de firma del contrato,Contrato marco,Compra consolidada,Contrato plurianual,Clave de cartera SHCP,Folio en el RUPC,rfc,Proveedor o contratista,Estratificación,Clave del país de la empresa,RFC verificado en el SAT,Crédito externo,Organismo financiero,Dirección del anuncio
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR010,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR010,Hugo García Ortíz,2541540,"LA-050GYR010-E270-2022 LPN SERVICIOS MÉDICOS SUBROGADOS, AUXILIARES DE DIAGNÓSTI",3390,"LA-050GYR010-E270-2022 LPN SERVICIOS MÉDICOS SUBROGADOS, AUXILIARES DE DIAGNÓSTICO PARA 2023.",01. Licitación Pública LAASSP,,LA-050GYR010-E270-2022,2023-01-06 00:00:00 GMT,2022-12-05 11:17,2022-12-23 09:00,,Servicios,,Electrónica,2949808,CONT-S3M0070-2023,S3M0070,"LA-050GYR010-E270-2022 LPN SERVICIOS MÉDICOS SUBROGADOS, AUXILIARES DE DIAGNÓSTICO PARA 2023.",2023-01-07,2023-12-31,"844,069",MXN,Activo,0,,2023-01-20 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,"5,293",OHA051017KE7,OPERADORA DE HOSPITALES ANGELES,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2541540
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR010,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR010,Hugo García Ortíz,2541540,"LA-050GYR010-E270-2022 LPN SERVICIOS MÉDICOS SUBROGADOS, AUXILIARES DE DIAGNÓSTI",3390,"LA-050GYR010-E270-2022 LPN SERVICIOS MÉDICOS SUBROGADOS, AUXILIARES DE DIAGNÓSTICO PARA 2023.",01. Licitación Pública LAASSP,,LA-050GYR010-E270-2022,2023-01-06 00:00:00 GMT,2022-12-05 11:17,2022-12-23 09:00,,Servicios,,Electrónica,2949809,CONT-S3M0071-2023,S3M0071,"LA-050GYR010-E270-2022 LPN SERVICIOS MÉDICOS SUBROGADOS, AUXILIARES DE DIAGNÓSTICO PARA 2023.",2023-01-07,2023-12-31,"616,462",MXN,Activo,0,,2023-01-20 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,"5,293",OHA051017KE7,OPERADORA DE HOSPITALES ANGELES,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2541540
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR047,IMSS-DA-UADQ-CABCS-DBT #050GYR047,Araceli Sánchez Vega,2563157,CE-050GYR047-E57-2022 MATERIAL DE CURACION INSABI,2350,LA-012M7B997-E147-2022 MATERIAL DE CURACION INSABI,08. Reporte de otras contrataciones y contrataciones con crédito externo,,CE-050GYR047-E57-2022,,2023-01-18 16:00,2022-12-30 00:00,Otro,Adquisiciones,Otro,Electrónica,2949810,012M7B997E14722001,MATERIAL DE CURACION INSABI,MATERIAL DE CURACION INSABI,2023-01-01,2024-12-31,"3,434,834",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,"773,163",GFT1906303VA,GRUPO FARMACEUTICO TOTALFARMA SA DE CV,,MX,PoC,0.0,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2563157
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR047,IMSS-DA-UADQ-CABCS-DBT #050GYR047,Araceli Sánchez Vega,2563157,CE-050GYR047-E57-2022 MATERIAL DE CURACION INSABI,2350,LA-012M7B997-E147-2022 MATERIAL DE CURACION INSABI,08. Reporte de otras contrataciones y contrataciones con crédito externo,,CE-050GYR047-E57-2022,,2023-01-18 16:00,2022-12-30 00:00,Otro,Adquisiciones,Otro,Electrónica,2949814,012M7B997E14722002,MATERIAL DE CURACION INSABI,MATERIAL DE CURACION INSABI,2023-01-01,2024-12-31,"7,273,393",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,,GME2204194P3,GTMK DE MEXICO SA DE CV,,MX,PoC,0.0,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2563157
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR010,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR010,Hugo García Ortíz,2541533,,2540,LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSINTESIS Y ENDOPROTESIS BAJO ESQUEMA DE INVENTARIO CERO PARA 2023.,01. Licitación Pública LAASSP,,LA-050GYR010-E268-2022,2023-01-09 00:00:00 GMT,2022-12-05 10:21,2022-12-22 09:00,,Adquisiciones,,Electrónica,2949815,CONT-ABTT231004060002-2023,ABTT231004060002,"CONTRATO DEL PROCEDIMIENTO DE LICITACION NUMERO LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSÍNTESIS Y ENDOPRÓTESIS, BAJO EL ESQUEMA DE INVENTARIO CERO, QUE INCLUYA DOTACIÓN DE INSTRUMENTAL COMPATIBLE CON LOS IMPLANTES, SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL EQUIPO E INSTRUMENTAL, CAPACITACIÓN AL PERSONAL OPERATIVO Y EL SUMINISTRO DE INSUMOS, PARA LAS UNIDADES MEDICAS HOSPITALARIAS DE ESTE ÓRGANO DE OPERACIÓN ADMINISTRATIVA DESCONCENTRADA ESTATAL DURANGO PARA EL EJERCICIO 2023.",2023-01-10,2023-12-31,"168,679",MXN,Activo,0,,2023-01-24 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,"7,054",HEM711007I45,HEMOST SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2541533
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR047,IMSS-DA-UADQ-CABCS-DBT #050GYR047,Araceli Sánchez Vega,2563157,CE-050GYR047-E57-2022 MATERIAL DE CURACION INSABI,2350,LA-012M7B997-E147-2022 MATERIAL DE CURACION INSABI,08. Reporte de otras contrataciones y contrataciones con crédito externo,,CE-050GYR047-E57-2022,,2023-01-18 16:00,2022-12-30 00:00,Otro,Adquisiciones,Otro,Electrónica,2949816,012M7B997E14722003,MATERIAL DE CURACION INSABI,MATERIAL DE CURACION INSABI,2023-01-01,2024-12-31,"4,969,428",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,"3,687",PRO820519TM6,"PROQUIGAMA, S.A. DE C.V.",,MX,PoC,0.0,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2563157
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR010,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR010,Hugo García Ortíz,2541533,,2540,LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSINTESIS Y ENDOPROTESIS BAJO ESQUEMA DE INVENTARIO CERO PARA 2023.,01. Licitación Pública LAASSP,,LA-050GYR010-E268-2022,2023-01-09 00:00:00 GMT,2022-12-05 10:21,2022-12-22 09:00,,Adquisiciones,,Electrónica,2949824,CONT-ABTT231004060003-2023,ABTT231004060003,"CONTRATO DEL PROCEDIMIENTO DE LICITACION NUMERO LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSÍNTESIS Y ENDOPRÓTESIS, BAJO EL ESQUEMA DE INVENTARIO CERO, QUE INCLUYA DOTACIÓN DE INSTRUMENTAL COMPATIBLE CON LOS IMPLANTES, SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL EQUIPO E INSTRUMENTAL, CAPACITACIÓN AL PERSONAL OPERATIVO Y EL SUMINISTRO DE INSUMOS, PARA LAS UNIDADES MEDICAS HOSPITALARIAS DE ESTE ÓRGANO DE OPERACIÓN ADMINISTRATIVA DESCONCENTRADA ESTATAL DURANGO PARA EL EJERCICIO 2023.",2023-01-10,2023-12-31,"426,457",MXN,Activo,0,,2023-01-24 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,"7,054",HEM711007I45,HEMOST SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2541533
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR010,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR010,Hugo García Ortíz,2541533,,2540,LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSINTESIS Y ENDOPROTESIS BAJO ESQUEMA DE INVENTARIO CERO PARA 2023.,01. Licitación Pública LAASSP,,LA-050GYR010-E268-2022,2023-01-09 00:00:00 GMT,2022-12-05 10:21,2022-12-22 09:00,,Adquisiciones,,Electrónica,2949825,CONT-ABTT231004060005-2023,ABTT231004060005,"CONTRATO DEL PROCEDIMIENTO DE LICITACION NUMERO LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSÍNTESIS Y ENDOPRÓTESIS, BAJO EL ESQUEMA DE INVENTARIO CERO, QUE INCLUYA DOTACIÓN DE INSTRUMENTAL COMPATIBLE CON LOS IMPLANTES, SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL EQUIPO E INSTRUMENTAL, CAPACITACIÓN AL PERSONAL OPERATIVO Y EL SUMINISTRO DE INSUMOS, PARA LAS UNIDADES MEDICAS HOSPITALARIAS DE ESTE ÓRGANO DE OPERACIÓN ADMINISTRATIVA DESCONCENTRADA ESTATAL DURANGO PARA EL EJERCICIO 2023.",2023-01-10,2023-12-31,"24,610",MXN,Activo,0,,2023-01-24 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,,QUI220714BZ1,QUIRORT SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2541533
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR010,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR010,Hugo García Ortíz,2541533,,2540,LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSINTESIS Y ENDOPROTESIS BAJO ESQUEMA DE INVENTARIO CERO PARA 2023.,01. Licitación Pública LAASSP,,LA-050GYR010-E268-2022,2023-01-09 00:00:00 GMT,2022-12-05 10:21,2022-12-22 09:00,,Adquisiciones,,Electrónica,2949826,CONT-ABTT231004060006-2023,ABTT231004060006,"CONTRATO DEL PROCEDIMIENTO DE LICITACION NUMERO LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSÍNTESIS Y ENDOPRÓTESIS, BAJO EL ESQUEMA DE INVENTARIO CERO, QUE INCLUYA DOTACIÓN DE INSTRUMENTAL COMPATIBLE CON LOS IMPLANTES, SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL EQUIPO E INSTRUMENTAL, CAPACITACIÓN AL PERSONAL OPERATIVO Y EL SUMINISTRO DE INSUMOS, PARA LAS UNIDADES MEDICAS HOSPITALARIAS DE ESTE ÓRGANO DE OPERACIÓN ADMINISTRATIVA DESCONCENTRADA ESTATAL DURANGO PARA EL EJERCICIO 2023.",2023-01-10,2023-12-31,"6,975",MXN,Activo,0,,2023-01-24 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,,QUI220714BZ1,QUIRORT SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2541533
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR010,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR010,Hugo García Ortíz,2541533,,2540,LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSINTESIS Y ENDOPROTESIS BAJO ESQUEMA DE INVENTARIO CERO PARA 2023.,01. Licitación Pública LAASSP,,LA-050GYR010-E268-2022,2023-01-09 00:00:00 GMT,2022-12-05 10:21,2022-12-22 09:00,,Adquisiciones,,Electrónica,2949828,CONT-ABTT231004060008-2023,ABTT231004060008,"CONTRATO DEL PROCEDIMIENTO DE LICITACION NUMERO LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSÍNTESIS Y ENDOPRÓTESIS, BAJO EL ESQUEMA DE INVENTARIO CERO, QUE INCLUYA DOTACIÓN DE INSTRUMENTAL COMPATIBLE CON LOS IMPLANTES, SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL EQUIPO E INSTRUMENTAL, CAPACITACIÓN AL PERSONAL OPERATIVO Y EL SUMINISTRO DE INSUMOS, PARA LAS UNIDADES MEDICAS HOSPITALARIAS DE ESTE ÓRGANO DE OPERACIÓN ADMINISTRATIVA DESCONCENTRADA ESTATAL DURANGO PARA EL EJERCICIO 2023.",2023-01-10,2023-12-31,"191,821",MXN,Activo,0,,2023-01-24 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,"251,152",OSC130130NC8,OSTEO SCOPE SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2541533
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR010,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR010,Hugo García Ortíz,2541533,,2540,LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSINTESIS Y ENDOPROTESIS BAJO ESQUEMA DE INVENTARIO CERO PARA 2023.,01. Licitación Pública LAASSP,,LA-050GYR010-E268-2022,2023-01-09 00:00:00 GMT,2022-12-05 10:21,2022-12-22 09:00,,Adquisiciones,,Electrónica,2949829,CONT-ABTT231004060009-2023,ABTT231004060009,"CONTRATO DEL PROCEDIMIENTO DE LICITACION NUMERO LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSÍNTESIS Y ENDOPRÓTESIS, BAJO EL ESQUEMA DE INVENTARIO CERO, QUE INCLUYA DOTACIÓN DE INSTRUMENTAL COMPATIBLE CON LOS IMPLANTES, SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL EQUIPO E INSTRUMENTAL, CAPACITACIÓN AL PERSONAL OPERATIVO Y EL SUMINISTRO DE INSUMOS, PARA LAS UNIDADES MEDICAS HOSPITALARIAS DE ESTE ÓRGANO DE OPERACIÓN ADMINISTRATIVA DESCONCENTRADA ESTATAL DURANGO PARA EL EJERCICIO 2023.",2023-01-10,2023-12-31,"303,400",MXN,Activo,0,,2023-01-24 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,"251,152",OSC130130NC8,OSTEO SCOPE SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2541533
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR010,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR010,Hugo García Ortíz,2541533,,2540,LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSINTESIS Y ENDOPROTESIS BAJO ESQUEMA DE INVENTARIO CERO PARA 2023.,01. Licitación Pública LAASSP,,LA-050GYR010-E268-2022,2023-01-09 00:00:00 GMT,2022-12-05 10:21,2022-12-22 09:00,,Adquisiciones,,Electrónica,2949830,CONT-ABTT231004060011-2023,ABTT231004060011,"CONTRATO DEL PROCEDIMIENTO DE LICITACION NUMERO LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSÍNTESIS Y ENDOPRÓTESIS, BAJO EL ESQUEMA DE INVENTARIO CERO, QUE INCLUYA DOTACIÓN DE INSTRUMENTAL COMPATIBLE CON LOS IMPLANTES, SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL EQUIPO E INSTRUMENTAL, CAPACITACIÓN AL PERSONAL OPERATIVO Y EL SUMINISTRO DE INSUMOS, PARA LAS UNIDADES MEDICAS HOSPITALARIAS DE ESTE ÓRGANO DE OPERACIÓN ADMINISTRATIVA DESCONCENTRADA ESTATAL DURANGO PARA EL EJERCICIO 2023.",2023-01-10,2023-12-31,"113,640",MXN,Activo,0,,2023-01-24 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,,OIM0808114Y6,ORTHO IMPLANTES SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2541533
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR010,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR010,Hugo García Ortíz,2541533,,2540,LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSINTESIS Y ENDOPROTESIS BAJO ESQUEMA DE INVENTARIO CERO PARA 2023.,01. Licitación Pública LAASSP,,LA-050GYR010-E268-2022,2023-01-09 00:00:00 GMT,2022-12-05 10:21,2022-12-22 09:00,,Adquisiciones,,Electrónica,2949832,CONT-ABTT231004060012-2023,ABTT231004060012,"CONTRATO DEL PROCEDIMIENTO DE LICITACION NUMERO LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSÍNTESIS Y ENDOPRÓTESIS, BAJO EL ESQUEMA DE INVENTARIO CERO, QUE INCLUYA DOTACIÓN DE INSTRUMENTAL COMPATIBLE CON LOS IMPLANTES, SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL EQUIPO E INSTRUMENTAL, CAPACITACIÓN AL PERSONAL OPERATIVO Y EL SUMINISTRO DE INSUMOS, PARA LAS UNIDADES MEDICAS HOSPITALARIAS DE ESTE ÓRGANO DE OPERACIÓN ADMINISTRATIVA DESCONCENTRADA ESTATAL DURANGO PARA EL EJERCICIO 2023.",2023-01-10,2023-12-31,"213,700",MXN,Activo,0,,2023-01-24 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,,OIM0808114Y6,ORTHO IMPLANTES SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2541533
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR010,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR010,Hugo García Ortíz,2541533,,2540,LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSINTESIS Y ENDOPROTESIS BAJO ESQUEMA DE INVENTARIO CERO PARA 2023.,01. Licitación Pública LAASSP,,LA-050GYR010-E268-2022,2023-01-09 00:00:00 GMT,2022-12-05 10:21,2022-12-22 09:00,,Adquisiciones,,Electrónica,2949833,CONT-ABTT231004060015-2023,ABTT231004060015,"CONTRATO DEL PROCEDIMIENTO DE LICITACION NUMERO LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSÍNTESIS Y ENDOPRÓTESIS, BAJO EL ESQUEMA DE INVENTARIO CERO, QUE INCLUYA DOTACIÓN DE INSTRUMENTAL COMPATIBLE CON LOS IMPLANTES, SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL EQUIPO E INSTRUMENTAL, CAPACITACIÓN AL PERSONAL OPERATIVO Y EL SUMINISTRO DE INSUMOS, PARA LAS UNIDADES MEDICAS HOSPITALARIAS DE ESTE ÓRGANO DE OPERACIÓN ADMINISTRATIVA DESCONCENTRADA ESTATAL DURANGO PARA EL EJERCICIO 2023.",2023-01-10,2023-12-31,"312,082",MXN,Activo,0,,2023-01-24 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,,,JOSE LUIS JIMENEZ FLORES,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2541533
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR010,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR010,Hugo García Ortíz,2541540,"LA-050GYR010-E270-2022 LPN SERVICIOS MÉDICOS SUBROGADOS, AUXILIARES DE DIAGNÓSTI",3390,"LA-050GYR010-E270-2022 LPN SERVICIOS MÉDICOS SUBROGADOS, AUXILIARES DE DIAGNÓSTICO PARA 2023.",01. Licitación Pública LAASSP,,LA-050GYR010-E270-2022,2023-01-06 00:00:00 GMT,2022-12-05 11:17,2022-12-23 09:00,,Servicios,,Electrónica,2949834,CONT-S3M0062-2023,S3M0062,"LA-050GYR010-E270-2022 LPN SERVICIOS MÉDICOS SUBROGADOS, AUXILIARES DE DIAGNÓSTICO PARA 2023.",2023-01-07,2023-12-31,"560,000",MXN,Activo,0,,2023-01-20 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,"120,610",GLA0205284M7,GRUPO LAPCIT SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2541540
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR010,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR010,Hugo García Ortíz,2541533,,2540,LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSINTESIS Y ENDOPROTESIS BAJO ESQUEMA DE INVENTARIO CERO PARA 2023.,01. Licitación Pública LAASSP,,LA-050GYR010-E268-2022,2023-01-09 00:00:00 GMT,2022-12-05 10:21,2022-12-22 09:00,,Adquisiciones,,Electrónica,2949836,CONT-ABTT231004060016-2023,ABTT231004060016,"CONTRATO DEL PROCEDIMIENTO DE LICITACION NUMERO LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSÍNTESIS Y ENDOPRÓTESIS, BAJO EL ESQUEMA DE INVENTARIO CERO, QUE INCLUYA DOTACIÓN DE INSTRUMENTAL COMPATIBLE CON LOS IMPLANTES, SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL EQUIPO E INSTRUMENTAL, CAPACITACIÓN AL PERSONAL OPERATIVO Y EL SUMINISTRO DE INSUMOS, PARA LAS UNIDADES MEDICAS HOSPITALARIAS DE ESTE ÓRGANO DE OPERACIÓN ADMINISTRATIVA DESCONCENTRADA ESTATAL DURANGO PARA EL EJERCICIO 2023.",2023-01-10,2023-12-31,"157,143",MXN,Activo,0,,2023-01-24 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,,,JOSE LUIS JIMENEZ FLORES,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2541533
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR010,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR010,Hugo García Ortíz,2541533,,2540,LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSINTESIS Y ENDOPROTESIS BAJO ESQUEMA DE INVENTARIO CERO PARA 2023.,01. Licitación Pública LAASSP,,LA-050GYR010-E268-2022,2023-01-09 00:00:00 GMT,2022-12-05 10:21,2022-12-22 09:00,,Adquisiciones,,Electrónica,2949837,CONT-ABTT231004060018-2023,ABTT231004060018,"CONTRATO DEL PROCEDIMIENTO DE LICITACION NUMERO LA-050GYR010-E268-2022 LPT ADQUISICIÓN DE MATERIAL DE OSTEOSÍNTESIS Y ENDOPRÓTESIS, BAJO EL ESQUEMA DE INVENTARIO CERO, QUE INCLUYA DOTACIÓN DE INSTRUMENTAL COMPATIBLE CON LOS IMPLANTES, SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL EQUIPO E INSTRUMENTAL, CAPACITACIÓN AL PERSONAL OPERATIVO Y EL SUMINISTRO DE INSUMOS, PARA LAS UNIDADES MEDICAS HOSPITALARIAS DE ESTE ÓRGANO DE OPERACIÓN ADMINISTRATIVA DESCONCENTRADA ESTATAL DURANGO PARA EL EJERCICIO 2023.",2023-01-10,2023-12-31,"132,065",MXN,Activo,0,,2023-01-24 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,"97,833",HTS080326CC3,HUMAN TECH SMART GERMAN SOLUTIONS,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2541533
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR015,IMSS-DEPARTAMENTO DE ADQUISICION DE BIENES Y CONTRATACION DE SERVICIOS #050GYR015,Pedro Sánchez Ascencio,2552209,LA-050GYR015-E419-2022,2210,LA-050GYR015-E419-2022 SERVICIO DE ALIMENTOS SUBROGADOS,01. Licitación Pública LAASSP,,LA-050GYR015-E419-2022,2023-01-13 00:00:00 GMT,2022-12-29 12:53,2023-01-10 08:30,,Servicios,,Electrónica,2949857,D3M0007,"CONTRATACIÓN DEL SERVICIO DE ALIMENTOS SUBROGADOS PARA SEMANAS NACIONALES DE SALUD PÚBLICA, ESTRATEGIAS EDUCATIVAS DE PROMOCIÓN DE LA SALUD, ESTRATEGIA DE EDUCACIÓN NUTRICIONAL ""NUTRIMSS"" Y PROGRAMA ATENCIÓN PACIENTES NO COVID","D3M0007 GRUPO EMPRESARIAL BENZI SA DE CV
LA-050GYR015-E419-2022 SERVICIO DE ALIMENTOS SUBROGADOS",2023-01-18,2023-12-31,"517,241",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,,GEB200130N51,GRUPO EMPRESARIAL BENZI SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2552209
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR079,"IMSS-Unidad Médica de Alta Especialidad, Hospital de GinecoObstetricia del Centro Médico Nacional de Occidente #050GYR079",Ma. Guadalupe Soto Castañeda,2546336,LA-050GYR079-E1-2023,"2460, 2480, 2490, 2910, 2920, 2950",ADQUISICIÓN DE MATERIALES Y REFACCIONES PARA EL EJERCICIO FISCAL 2023 ,01. Licitación Pública LAASSP,,LA-050GYR079-E1-2023,2023-01-12 00:00:00 GMT,2022-12-22 20:02,2023-01-09 10:00,,Adquisiciones,,Electrónica,2949893,GOC23004,GOC23004 MATERIAL DE ELECTRONICA 1125699 - ADQUISICIÓN DE MATERIALES Y REFACCIONES PARA EL EJERCICIO FISCAL 2023,ADQUISICIÓN DE MATERIALES Y REFACCIONES PARA EL EJERCICIO FISCAL 2023,2023-01-19,2023-12-31,"77,586",MXN,Activo,0,,2023-02-01 00:00:00 GMT,No se utilizó el Contrato Marco,0,0,,,,HUGO DANIEL LOPEZ BENHUMEA,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2546336
APF,IMSS,Instituto Mexicano del Seguro Social,050GYR016,"IMSS-Coordinación de Abastecimiento y Equipamiento, Delegación Norte del Distrito Federal #050GYR016",Iván Orlando Paredes Espinoza,2555850,LA-050GYR016-E465-2022,2540,BIENES CONSUMIBLES DE EQUIPO MÉDICO Y DE LABORATORIO (BOMBAS DE INFUSIÓN) ,01. Licitación Pública LAASSP,,LA-050GYR016-E465-2022,2023-01-13 00:00:00 GMT,2022-12-29 17:33,2023-01-10 13:00,,Adquisiciones,,Electrónica,2949897,1230003,LA-050GYR016-E465-2022,"Adquisición de bienes del Grupo de suministro 379 ""consumibles de equipo médico y de laboratorio (Bombas de Infusión), para Unidades Médicas y Hospitalarias",2023-01-19,2023-12-31,"2,063,799",MXN,Activo,0,,,No se utilizó el Contrato Marco,0,0,,"3,721",BAX871207MN3,BAXTER SA DE CV,,MX,PoC,,,https://historico-compranet.buengobierno.gob.mx/#/detalle/2555850
